id,nom,chemin,type,niveau,theme,notion,sequence_possible,statut,qualite,reutilisable,a_refondre,commentaire,source,audience,publishable,copie_dans_banques,evidence_category,hash,symlink
I01-README,README.md,00_programmes_officiels/README.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,b1b844c4ef9b772e5e7293758752df6e50a4e64e3334ede1c1a435050779037e,non
I01-programme-nsi-2019,programme_nsi_2019.yaml,00_programmes_officiels/programme_nsi_2019.yaml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,a53886bd51fb3ed2db89d02b6448b9711d9eff5d61c9e54c45b8f508fd43463a,non
I01-programme-nsi-premiere,programme_nsi_premiere.txt,00_programmes_officiels/programme_nsi_premiere.txt,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,5d36da306247277f7929c57f2f6a120da092a943dce14a822401e5d35e1e50b9,non
I01-programme-nsi-terminale,programme_nsi_terminale.txt,00_programmes_officiels/programme_nsi_terminale.txt,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,3cfce30c85fdc7ab78eb9acb39e43bcb33d6205e0c4205d4cb499f80c097f15b,non
I01-modele-aides,modele_aides.tex,02_modeles_documents/modele_aides.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,3620d709b5a4998eef931f879da6e9a1668a56877bc2df9a5f0458792c3a711c,non
I01-modele-corrige,modele_corrige.tex,02_modeles_documents/modele_corrige.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,corrige,non,non,corrige,d4a2756ecd8c06cdbd42d70d1c625fedf9f642c82c306504b43ca51b163cf128,non
I01-modele-cours,modele_cours.tex,02_modeles_documents/modele_cours.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,096b562627783769c80e133186440949debe04940de11ba8d11b0ba47ca8bc3f,non
I01-modele-evaluation,modele_evaluation.tex,02_modeles_documents/modele_evaluation.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,0c5c174fe22ea5e9dcb420f89e5bef87a6bc7888d205f5e4fecd0d33a20c8605,non
I01-modele-fiche-methode,modele_fiche_methode.tex,02_modeles_documents/modele_fiche_methode.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,9ade986236db8355cd4857bfa291428ae7185de29fe8edda01022b07a126640c,non
I01-modele-guide-prof,modele_guide_prof.md,02_modeles_documents/modele_guide_prof.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,professeur,non,non,autre,c8fd45f7658cd9268337886b19129b49aded73a393a36c50cf0129e607da78bf,non
I01-modele-qcm,modele_qcm.json,02_modeles_documents/modele_qcm.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,6ba9b1abcfc26f705bf90ab039d8b98b776e7edbaf49b94635192342bf22327c,non
I01-modele-sequence,modele_sequence.yaml,02_modeles_documents/modele_sequence.yaml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,98d8bac8a9fb0260db89e487eb2985c40d4ca5b7b4c7b865bced04be588130b0,non
I01-modele-td,modele_td.tex,02_modeles_documents/modele_td.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,td,c2df44aab8d9492e3e1523043a0f59b7ad7e2c0dfd783ea3cd632bddd1b29f2e,non
I01-modele-tp,modele_tp.tex,02_modeles_documents/modele_tp.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,56a3b3ef8e4262d5cd2d1166bc8e8796c5471331fcbc56955e9b673a54e95256,non
I01-modele-trace,modele_trace.tex,02_modeles_documents/modele_trace.tex,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,1f7a3deee4150733752408d812b1fce01188f28d613f0d2d8b2536c0269b1d32,non
I01-nsi-preamble,nsi-preamble.sty,02_modeles_documents/nsi-preamble.sty,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,9360a17474193420c6533a267420a536cabcbce24faade497b3b44bb304c6aef,non
I01-monthly-load-premiere,monthly_load_premiere.md,03_progressions/monthly_load_premiere.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,6fd2a06b19e3c44ddfb06e62f7f5016ed2f9f9e52b8ee5aafb18b696963c73dc,non
I01-monthly-load-terminale,monthly_load_terminale.md,03_progressions/monthly_load_terminale.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,8b6d7a8796e259c98e6852423a50a4d5c598a923765ce5b2c0797e60852cdb4d,non
I01-progression-premiere,progression_premiere.md,03_progressions/progression_premiere.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,2e67b59d022b0ee40e15be96228e625089f66b65c4eb720563d61b251822ea49,non
I01-progression-terminale,progression_terminale.md,03_progressions/progression_terminale.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,a1d62bb0835e691c3216aba28515f845f50c78dc574e76a5923496b447fdef1f,non
I01-seances-premiere,seances_premiere.md,03_progressions/seances_premiere.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,882e05b14810d2a8cf03f563d84eccbb0cb85f63277d5a6ad95b81b882133d65,non
I01-seances-terminale,seances_terminale.md,03_progressions/seances_terminale.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,18c289e1aaf41a673c4f7868f00887fed02d80292f4689d7173a9624561fda69,non
I01-P00-contract,P00_contract.yml,03_progressions/supports/contracts/P00_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,af2b71d22f3809f46f9f245552edec3428543d5a7f28be8803ef9caa20856109,non
I01-P01-contract,P01_contract.yml,03_progressions/supports/contracts/P01_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,01c6f7c82e04215da65a53892b0723f0f5dd20af12c9c43cdf66c3af3dcfcc30,non
I01-P02-contract,P02_contract.yml,03_progressions/supports/contracts/P02_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,b6cdd17bd62a279ceaf77afaa5065c74223d25ea7bc892ceb443ef8b149f5dbc,non
I01-P03-contract,P03_contract.yml,03_progressions/supports/contracts/P03_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,e00aee55ece63d07e10efa61cdd0d6c8170b9ce739360d601a4a160f334a6b6b,non
I01-P04-contract,P04_contract.yml,03_progressions/supports/contracts/P04_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,09f02342ebbc795cacdd4e955e4175548dcb6a0211c90a7bdec06129fbd853fd,non
I01-P05-contract,P05_contract.yml,03_progressions/supports/contracts/P05_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,b0f3051fde77ee74ae967f921a66867ed7b46b210a38b45b9dd5ae2cfd631180,non
I01-P06-contract,P06_contract.yml,03_progressions/supports/contracts/P06_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,9782042d3345c9ff2d7afea0c1c03d25476158098224f35d2e5c9a0bf7255bf8,non
I01-P07-contract,P07_contract.yml,03_progressions/supports/contracts/P07_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,48895807d3693519017dcb84c249d247466be8e7cff34d11ae0ad498da8af9d8,non
I01-P08-contract,P08_contract.yml,03_progressions/supports/contracts/P08_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,0096b0ac99d8aaf43636acad9c57a4c8d0233b82018f03c0279c7cc0256ac293,non
I01-P09-contract,P09_contract.yml,03_progressions/supports/contracts/P09_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,0ff029d9ccf4ac8dfe015ddb2d6cb18369401bd24822633e2308d45d28bc0b89,non
I01-P10-contract,P10_contract.yml,03_progressions/supports/contracts/P10_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,1866e9f805ec37288ad815a2d6a5cc359e5f5999006848f0673ed36acf0561c7,non
I01-P11-contract,P11_contract.yml,03_progressions/supports/contracts/P11_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,2416164ce8b16b928828b971b301798a614a1e2fb5e91b2353baa6dc67b939e6,non
I01-P12-contract,P12_contract.yml,03_progressions/supports/contracts/P12_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,97693c36e16420d0fa93d552fc660875b36656da58a60ca867d99f36c2018031,non
I01-P13-contract,P13_contract.yml,03_progressions/supports/contracts/P13_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,ae40559a324979a0df9d02f813519ff68935fb8d9a1f579811abdbe63a639502,non
I01-P14-contract,P14_contract.yml,03_progressions/supports/contracts/P14_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,b9bc3409401d42e02d866445bffa84a9e7f6793b5a3ee105977e49c4b70ca92d,non
I01-T00-contract,T00_contract.yml,03_progressions/supports/contracts/T00_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,29508a97e5d946fbc791534a472e043b1cfa82c3701bb4a61f041e5f74ba274c,non
I01-T01-contract,T01_contract.yml,03_progressions/supports/contracts/T01_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,32d10a5a05bc8c778edd75645581e0f98a7003e0d45301e7a49dcb438ffc8f18,non
I01-T02-contract,T02_contract.yml,03_progressions/supports/contracts/T02_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,2fba40f6aa683d7fa22a1b4893cbf911642cb81f7ef89475ba577419d5db668e,non
I01-T03-contract,T03_contract.yml,03_progressions/supports/contracts/T03_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,50fbe49ba6bc4a6cea2bb48b800cbe37c7e5a99f043c91a85349de32173a7ffa,non
I01-T04-contract,T04_contract.yml,03_progressions/supports/contracts/T04_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,e5e618657f00d426dec7e2a3d61dbcb66faee6ef843e10013880081a0a1e53f5,non
I01-T05-contract,T05_contract.yml,03_progressions/supports/contracts/T05_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,5c220749123fa1b15d9afd6ef3cf94a1d307b63cbaf892d65942e7476f5f8da1,non
I01-T06-contract,T06_contract.yml,03_progressions/supports/contracts/T06_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,135f138dbe3157677d06ac2b28c5d2ffe827dde4603837e371c60547c3b4b462,non
I01-T07-contract,T07_contract.yml,03_progressions/supports/contracts/T07_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,be2ba246442279afeb34cf8db5c96dc3c3f8a6713b0228a6d52956332e0f7037,non
I01-T08-contract,T08_contract.yml,03_progressions/supports/contracts/T08_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,5e7682e21aeb13cbaa204d6470ace95e0f6eb4d3d5e4d12fb24f29e17ef382f9,non
I01-T09-contract,T09_contract.yml,03_progressions/supports/contracts/T09_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,b5d0024bfaa1b3b6029b7e56a6f2550ad164751745e748ac5259fed61433b48d,non
I01-T10-contract,T10_contract.yml,03_progressions/supports/contracts/T10_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,f1cd1e17ec1e294a4f14da55d09d11c1080ed3abc93609c62cd38b32a08d0943,non
I01-T11-contract,T11_contract.yml,03_progressions/supports/contracts/T11_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,e1ef8e06f9422b69e9cb964788984971675e0b292547ba61b1f919999cfc9f37,non
I01-T12-contract,T12_contract.yml,03_progressions/supports/contracts/T12_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,8ef2e2a9f63908e6293a0e32cbff92211d5e40f59939f38e2db04e26c1698989,non
I01-T13-contract,T13_contract.yml,03_progressions/supports/contracts/T13_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,8d6bbf97be495a414a6bd526dbbee099794a23d2cb80a0c8f25f751ed9fa7ccd,non
I01-T14-contract,T14_contract.yml,03_progressions/supports/contracts/T14_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,f378468bf79c5d9c5b1ca2ff16cbd3299eaf00d68b727a2f0707f44838305102,non
I01-T15-contract,T15_contract.yml,03_progressions/supports/contracts/T15_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,740da2a78bd0c5864c07d264c36356d4ec785fe525b8a8ee38d534e1b99b494b,non
I01-T16-contract,T16_contract.yml,03_progressions/supports/contracts/T16_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,7eb69e4ba90c3fd14bdc7e6f8daa5168bb9b986d767e625ba9a9158256095f39,non
I01-T17-contract,T17_contract.yml,03_progressions/supports/contracts/T17_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,a44afb0af07134c8d8c4875e0ffc7b235ce6092ec95066c457fe6ddad74619a1,non
I01-T18-contract,T18_contract.yml,03_progressions/supports/contracts/T18_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,ee54e09a252e4a842dbf82ac3206471147aa555b3e0788cf91fa8216c6777948,non
I01-T19-contract,T19_contract.yml,03_progressions/supports/contracts/T19_contract.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,fc5be8d8e372960af78c8692fe81e684241285cab0bc565a0bbebf811e85fcee,non
P01-index,index.md,premiere/banques/evaluations/index.md,banque,premiere,,banques,bank_index,needs_review,basse,oui,oui,source unique interne,generated,mixte,non,non,autre,c6c2c5230bb06c8b302e417415e43a6721b274b9af0867e9bfd0f502f981ec65,non
P01-index,index.md,premiere/banques/exercices/index.md,banque,premiere,,banques,bank_index,needs_review,basse,oui,oui,source unique interne,generated,mixte,non,non,td,20a28f1bd52e87145110b5a4d4da25916565ab5c886ceb39a5e2607a282f725c,non
P01-index,index.md,premiere/banques/index.md,banque,premiere,,banques,bank_index,needs_review,basse,oui,oui,source unique interne,generated,mixte,non,non,autre,a27d585bd832879e220dcd03f920d7a574f597ccc05ff5b0d07afa445737ce2b,non
P01-index,index.md,premiere/banques/projets/index.md,banque,premiere,,banques,bank_index,needs_review,basse,oui,oui,source unique interne,generated,mixte,non,non,exercise,5c4ef572f336cdd0794141e645dd82cc23000b0cbbefa8a0d165b9be5c194b50,non
P01-index,index.md,premiere/banques/qcm/index.md,banque,premiere,,banques,bank_index,needs_review,basse,oui,oui,source unique interne,generated,mixte,non,non,autre,b21de78533340bf2e2fd97a1eedc97b900cecb96a06aa6a322c95e4273c444e1,non
P01-index,index.md,premiere/banques/sujets_pratiques/index.md,banque,premiere,,banques,bank_index,needs_review,basse,oui,oui,source unique interne,generated,mixte,non,non,autre,f6ec4d616e67b40c4817fc3c2fa8f82891fe17e257b785b0722cbbd6c1af0b9b,non
P01-index,index.md,premiere/banques/tp/index.md,banque,premiere,,banques,bank_index,needs_review,basse,oui,oui,source unique interne,generated,mixte,non,non,tp,7042a15e052d230aa788edc125ff5b3bcf827beac572a4c48b2b48ee8732c72e,non
P01-P00-fiche-cours-methode-nsi,P00_fiche_cours_methode_nsi.md,03_progressions/fiches_cours/premiere/P00/P00_fiche_cours_methode_nsi.md,document,premiere,Rentrée et méthode,méthode NSI,P00,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,17d07fa8a06d888747f649614a91526f5c9535e4e38bd8f7572bbfbf3feb3086,non
P01-P01-fiche-cours-bits-bases-2-10-16,P01_fiche_cours_bits_bases_2_10_16.md,03_progressions/fiches_cours/premiere/P01/P01_fiche_cours_bits_bases_2_10_16.md,document,premiere,Représentation des entiers,bits et bases,P01,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,3d36a41a875a28610e9e45142c13e18c12acac1611327777640ac8aa9d9cbd70,non
P01-P01-fiche-cours-conversions,P01_fiche_cours_conversions.md,03_progressions/fiches_cours/premiere/P01/P01_fiche_cours_conversions.md,document,premiere,Représentation des entiers,conversions,P01,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,c36db43f8786d272b63d1436c46045896de892a6405c6966ba459bdafa445ad6,non
P01-P02-fiche-cours-booleens-tables-verite,P02_fiche_cours_booleens_tables_verite.md,03_progressions/fiches_cours/premiere/P02/P02_fiche_cours_booleens_tables_verite.md,document,premiere,Représentation machine,booléens,P02,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,832ca08ae6d95272a5bf6d478a0ab5ec1282066bf0b80d65b7b1fa8cd76d4630,non
P01-P02-fiche-cours-complement-a-deux,P02_fiche_cours_complement_a_deux.md,03_progressions/fiches_cours/premiere/P02/P02_fiche_cours_complement_a_deux.md,document,premiere,Représentation machine,complément à deux,P02,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,b91c213ab50a9066c1f6f12255f96de4a0c89151b2449f97d52e2bae8ad7ade6,non
P01-P03-fiche-cours-flottants-approximations,P03_fiche_cours_flottants_approximations.md,03_progressions/fiches_cours/premiere/P03/P03_fiche_cours_flottants_approximations.md,document,premiere,Représentation des réels,flottants,P03,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,59fadd5ce9c03072f106fa2922f70da62e3f4b37dc8db7f9a1b1171e3008d337,non
P01-P03-fiche-cours-texte-unicode,P03_fiche_cours_texte_unicode.md,03_progressions/fiches_cours/premiere/P03/P03_fiche_cours_texte_unicode.md,document,premiere,Données textuelles,Unicode,P03,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,ed33afc12dfad3ead6eb948c9e77a8a9fce26619c9601e54094246c8ff6d7ec8,non
P01-P04-fiche-cours-dictionnaires,P04_fiche_cours_dictionnaires.md,03_progressions/fiches_cours/premiere/P04/P04_fiche_cours_dictionnaires.md,document,premiere,Types construits,dictionnaires,P04,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,10fddc4971914f2079b08613c682a31a1a861868141c769479b1403c6c264e76,non
P01-P04-fiche-cours-listes,P04_fiche_cours_listes.md,03_progressions/fiches_cours/premiere/P04/P04_fiche_cours_listes.md,document,premiere,Types construits,listes,P04,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,59213def2be10d742c563d747340d215f109414b3c4c301444311662d70a1347,non
P01-P04-fiche-cours-tuples,P04_fiche_cours_tuples.md,03_progressions/fiches_cours/premiere/P04/P04_fiche_cours_tuples.md,document,premiere,Types construits,tuples,P04,needs_review,basse,oui,oui,BO 2019,adapted_from_drive,mixte,non,non,autre,49da0cad317a2218328ad4166bfed5737fff524bce913ea7f21a42aa88254adb,non
P01-P05-fiche-cours-tables-csv-import-coherence,P05_fiche_cours_tables_csv_import_coherence.md,03_progressions/fiches_cours/premiere/P05/P05_fiche_cours_tables_csv_import_coherence.md,document,premiere,Traitement de tables,tables CSV,P05,needs_review,basse,oui,oui,BO 2019,adapted_from_drive,mixte,non,non,autre,4d89f54f469648541fdd9c48ade4838bb40a81b205f8713cecc067f45ee90146,non
P01-P06-fiche-cours-tables-recherche-tri-fusion,P06_fiche_cours_tables_recherche_tri_fusion.md,03_progressions/fiches_cours/premiere/P06/P06_fiche_cours_tables_recherche_tri_fusion.md,document,premiere,Traitement de tables,tri et fusion de tables,P06,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,3cbc05611449ceee9dcd4284b59516c941941f323302e2f9df714f929cdd3f84,non
P01-P07-fiche-cours-fonctions-tests-specifications,P07_fiche_cours_fonctions_tests_specifications.md,03_progressions/fiches_cours/premiere/P07/P07_fiche_cours_fonctions_tests_specifications.md,document,premiere,Langages et programmation,fonctions et tests,P07,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,bd9c4c670155b4c18fd7091675f42e27d0ff5c94c7899090379a5bd6eee27cb5,non
P01-P08-fiche-cours-html-css-dom,P08_fiche_cours_html_css_dom.md,03_progressions/fiches_cours/premiere/P08/P08_fiche_cours_html_css_dom.md,document,premiere,IHM Web,HTML CSS DOM,P08,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,ad70783a8946b4bf6aaa6f77e6257277bc6af7f33c833aa941d7deeca81786f4,non
P01-P08-fiche-cours-http-get-post-formulaires,P08_fiche_cours_http_get_post_formulaires.md,03_progressions/fiches_cours/premiere/P08/P08_fiche_cours_http_get_post_formulaires.md,document,premiere,IHM Web,requêtes HTTP,P08,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,ec5f3edfb70267ecd5e9e4079d989745711e0bbc8f263b72ff42d20302b9eaa2,non
P01-P09-fiche-cours-architecture-os-droits,P09_fiche_cours_architecture_os_droits.md,03_progressions/fiches_cours/premiere/P09/P09_fiche_cours_architecture_os_droits.md,document,premiere,Architecture matérielle et systèmes,architecture et OS,P09,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,d5728ea57eeae105f3a9e8a5aaef026a4f0355e5d330a5ec7f5733f8456143e3,non
P01-P10-fiche-cours-reseaux-protocoles-paquets,P10_fiche_cours_reseaux_protocoles_paquets.md,03_progressions/fiches_cours/premiere/P10/P10_fiche_cours_reseaux_protocoles_paquets.md,document,premiere,Réseaux,protocoles et paquets,P10,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,afcb7ea42685f9660ea4dff26e04517c90cdb34daaab53b934429b3245dbe47d,non
P01-P11-fiche-cours-parcours-recherche-extremum-moyenne,P11_fiche_cours_parcours_recherche_extremum_moyenne.md,03_progressions/fiches_cours/premiere/P11/P11_fiche_cours_parcours_recherche_extremum_moyenne.md,document,premiere,Algorithmique,parcours de tableau,P11,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,933d338f554aa1e0c30e7145320502cbdf303fb9cd73cb833f1fb5dcfceacfb5,non
P01-P12-fiche-cours-tris-invariants-complexite,P12_fiche_cours_tris_invariants_complexite.md,03_progressions/fiches_cours/premiere/P12/P12_fiche_cours_tris_invariants_complexite.md,document,premiere,Algorithmique,tris,P12,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,4792079e300a4cde97fb46be396caede12bac0b46c725c7579a196da3ebe5eec,non
P01-P13-fiche-cours-dichotomie-glouton-knn,P13_fiche_cours_dichotomie_glouton_knn.md,03_progressions/fiches_cours/premiere/P13/P13_fiche_cours_dichotomie_glouton_knn.md,document,premiere,Algorithmique,dichotomie glouton k-NN,P13,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,e7cc86dafbfb5c3076d97e3d9b8ee0f9da6364c580f18189b57984f0bec3f08f,non
P01-P14-fiche-cours-synthese-projet-oral,P14_fiche_cours_synthese_projet_oral.md,03_progressions/fiches_cours/premiere/P14/P14_fiche_cours_synthese_projet_oral.md,document,premiere,Projet et synthèse,projet oral,P14,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,exercise,3fb35ccb019142f4c11eb94fd08a2f44e329179717c3c780807409dbb3964f45,non
P01-P00-bareme-diagnostic-python,P00_bareme_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_bareme_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,0b1196ca988d0530443222b03f3ccae99d923c56ac6eee572081af5f23eb454d,non
P01-P00-corrige-diagnostic-python,P00_corrige_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_corrige_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,corrige,non,non,corrige,f2f8aa1e8cfbe59a96410c6147a74ce56dbc0efe3ae6c4d4855a8036655dee68,non
P01-P00-cours-diagnostic-python,P00_cours_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_cours_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,cours,2bbbf04667b9eab5781d24cd13dc1d812f4721a2468a43cfa5aba6b1b9c88ccc,non
P01-P00-evaluation-diagnostic-python,P00_evaluation_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_evaluation_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,eleve,non,non,evaluation,ab727ffc89b834eda465886d93722907b74dd329ee6ae9332750f54057699855,non
P01-P00-remediation-diagnostic-python,P00_remediation_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_remediation_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,f047a44d23d9e05aefa6e180af4ed5eb6e791395ce472f91533e409d9dc019cc,non
P01-P00-td-diagnostic-python,P00_td_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_td_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,eleve,non,non,td,6eb5807620e8de418ff59f170aa4a4cf847190be586a67acc03feaa62285d4c8,non
P01-P00-tp-diagnostic-python,P00_tp_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_tp_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,eleve,non,non,tp,bdfce07cfca213ceea801b84e6b79fcd75d2321c37d2ae5e6c10dfe75b7926c8,non
P01-P00-trace-diagnostic-python,P00_trace_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_trace_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,trace,386b37460d1cfac53b52e0541eaa52e9977a9ece057452a513df4593ca0e64e8,non
P01-P00-version-amenagee-diagnostic-python,P00_version_amenagee_diagnostic_python.md,03_progressions/supports/premiere/P00/P00_version_amenagee_diagnostic_python.md,document,premiere,Rentrée et méthode,"affectation, type, condition, trace d’exécution",P00,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,f3ca19ab0ddf2f5acc87836f0c9b6743a8aed4b14bfaa0865997a5e7db0c674b,non
P01-P01-bareme-conversions-bases,P01_bareme_conversions_bases.md,03_progressions/supports/premiere/P01/P01_bareme_conversions_bases.md,document,premiere,Représentation des entiers,"base dix, base deux, base seize, écriture positionnelle",P01,needs_review,basse,oui,oui,BO 2019,generated,mixte,non,non,autre,03585e5b0246b235bda292c6e0ef0b15e742d0d1e2f3022dbe23ca3d8f7c9716,non
P01-P01-corrige-conversions-bases,P01_corrige_conversions_bases.md,03_progressions/supports/premiere/P01/P01_corrige_conversions_bases.md,document,premiere,Représentation des entiers,"base dix, base deux, base seize, écriture positionnelle",P01,needs_review,basse,oui,oui,BO 2019,generated,corrige,non,non,corrige,da0d89377cff0c8101013f876837212f3bd018476be718ad0915eea0cc26c5e7,non
