id,nom,chemin,type,niveau,theme,notion,sequence_possible,statut,qualite,reutilisable,a_refondre,commentaire,source,audience,publishable,copie_dans_banques,evidence_category,hash,symlink
I01-lot3-hardening-validation-log,lot3_hardening_validation_log.md,reports/lot3/lot3_hardening_validation_log.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,e1bbaa998f4822d376c87e549ed85e3ef3ab7447ec4de5b95e056ea5578677d6,non
I01-lot3-validation-log,lot3_validation_log.md,reports/lot3/lot3_validation_log.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,0821e2d80d9c9d617ba7e1b657af9f5cf303d00bcca7caba5b24a37a615bfbd8,non
I01-post-merge-audit,post_merge_audit.md,reports/lot3/post_merge_audit.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,de99eea542dfff0ff867e0d2ee2ea2c5ba4af1c8df5bc44a8d8da870016844c6,non
I01-missing-documents-register,missing_documents_register.md,reports/missing_documents_register.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,bfd1edb56644c230628a717f2a8c901f5f0cb860eaa0134525c36cc874d8bdba,non
I01-pedagogical-blockers-report,pedagogical_blockers_report.md,reports/pedagogical_blockers_report.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,3e4d5533ac16b495911a8c8320d41e6b7d30b893f17f40a20b3e592ba51d2400,non
I01-programme-yaml-audit,programme_yaml_audit.md,reports/programme_yaml_audit.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,e3ae189bcb408c56276eefa6cbce2ef9dfa97a559c0557a75a124c75553b228c,non
I01-branch-topology,branch_topology.md,reports/reconciliation/branch_topology.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,a4495b7614abf99fe384d8ebeaa8520ec1d6ee93055111b5514f66858240a511,non
I01-closure-report,closure_report.md,reports/reconciliation/closure_report.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,3cac2762cdf363913d9043ba51e3aa7fde57e5082ef077ffea9eeda9999872c7,non
I01-drive-integration-plan,drive_integration_plan.md,reports/reconciliation/drive_integration_plan.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,fb5fa544581c5c5f28dcee538c148e7e8e64c0819c0775097440a2f6531ed418,non
I01-mypy-debt,mypy_debt.md,reports/reconciliation/mypy_debt.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,56e730cf6b1b066c636774db4b92e657e1c7b1675282d7920b1428ba4a6765ea,non
I01-process-incidents,process_incidents.md,reports/reconciliation/process_incidents.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,7d4aeeb5de8f1bf60737ea8f25d039934bf4e84538549b201af86a36575ca9dc,non
I01-rag-pr35-status,rag_pr35_status.md,reports/reconciliation/rag_pr35_status.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,d7de54d7e6a8619a4c1100690ad6d8e2dc7c45a64facbdb89e23b480523d3585,non
I01-rag-reindex-plan,rag_reindex_plan.md,reports/reconciliation/rag_reindex_plan.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,b539d305c785684dd42fa6565eae0b2e1b41878f772826f9e435747504ab8823,non
I01-reconciliation-report,reconciliation_report.md,reports/reconciliation/reconciliation_report.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,d733bf2016ff82e2a420bdd22f8d45019d6d97aa9f910d9ee601568e9a1fc14a,non
I01-reconciliation-verification-report,reconciliation_verification_report.md,reports/reconciliation/reconciliation_verification_report.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,f08797d5c21958d2475a81d6aa7a102be324b9fcdd90cbf5810b8cadf23e1673,non
I01-recovery-t10-p08-t17-from-blobs,recovery_t10_p08_t17_from_blobs.md,reports/recovery_t10_p08_t17_from_blobs.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,c11eb92f8211d00ddd1561317a063edf498d3c59326fbcd6e1cefc1f919c3d13,non
I01-td-quality-debt-register,td_quality_debt_register.yml,reports/td_quality_debt_register.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,td,0899c668a74c24c22d45e62c5a8ca0992c242c2f8d0bccef8659c23587c4f0fc,non
I01-td-quality-debt-report,td_quality_debt_report.md,reports/td_quality_debt_report.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,td,a8ab5f20c24460e1e2b271a4ce7399086f02d1d2c4a4f05e5064fae55f167311,non
I01-reports-policy,reports_policy.md,reports_policy.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,75da1970b7a395fbe205d62fb210e9a488b9155c765256c50b03d63ac2186dd1,non
I01-requirements,requirements.txt,requirements.txt,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,0e768805eef29d1e7e1d82e1a4655602b6dd21598ea1acca31e89665fb64b03c,non
I01-reviewer-confirmation.schema,reviewer_confirmation.schema.json,reviewer_confirmation.schema.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,120b8d7fdc730e3fcaf9c8c43eac703331203672bdbc876aa5ff5b47d4635e97,non
I01-scientific-claims-review-report,scientific_claims_review_report.md,scientific_claims_review_report.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,32cd466316fa4427c9558e1ae1797b7cb17bee0dccaddac30a3bd90947e5752e,non
I01-scraping-ingestion-plan,scraping_ingestion_plan.md,scraping_ingestion_plan.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,f8195d4f429ccd1cd730c4628e2e0e7cbe3dbea52d96af7277f2c224d9ffb182,non
I01-scraping-strategy,scraping_strategy.md,scraping_strategy.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,74a453b672af1548358e21f2f5c8614d1e283cf46a6971f3b623967c8313fe6e,non
I01-sources-catalog.schema,sources_catalog.schema.json,sources_catalog.schema.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,9609891821ab59d8c15cb35892379f02fdc8e47ceabb13c5635c60265d3eb409,non
I01-sources-catalog,sources_catalog.yml,sources_catalog.yml,document,interne,,,NA,needs_review,basse,non,oui,,generated,mixte,non,non,autre,e20d4c1293c4fac7393d9cbd6e7134877d9d7afb3b90506c51f95d8a0e69921c,non
I01-substance-pipeline,substance_pipeline.md,substance_pipeline.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,f32151486101d52da8c7c7f2d54a3c0e308d12fa4d1071fcd7e8a6a329d236da,non
I01-substance-rag-pilot-report,substance_rag_pilot_report.md,substance_rag_pilot_report.md,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,958d71640137758aa23a2cdcb4f5f00e6685d3caf89ad40387f243024a765d18,non
I01-poisoned.verdict,poisoned.verdict.json,substance_reviews/_adversarial/poisoned.verdict.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,d808a5c70f43dd40c85092178772e418438d86abfecf8dbb4e410f7925c81e63,non
I01-P-ALGO-01A-substance-review,P-ALGO-01A_substance_review.json,substance_reviews/campaign/P-ALGO-01A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,c5f81b81d18519efe830f8aafbda2408405b025d6bbdd72779215db2b7580f51,non
I01-P-ALGO-01B-substance-review,P-ALGO-01B_substance_review.json,substance_reviews/campaign/P-ALGO-01B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,4fcb107e5897f14461f6d0b368c494e94a4b475a1d0818c926a044e8e63bf60a,non
I01-P-ALGO-02A-substance-review,P-ALGO-02A_substance_review.json,substance_reviews/campaign/P-ALGO-02A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,668d58d0c4b9440aa24d8e1f0120604189245decefb4f95d03b6af46e46c0d1f,non
I01-P-ALGO-02B-substance-review,P-ALGO-02B_substance_review.json,substance_reviews/campaign/P-ALGO-02B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,5d18c63e7b3109a29097bf030e210b93ea07b0e2143b64643badd8969e3555b4,non
I01-P-ALGO-02C-substance-review,P-ALGO-02C_substance_review.json,substance_reviews/campaign/P-ALGO-02C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,762d9da8393a4e320baa37491f283d059af2ec56ac40bf6c18f029236c665808,non
I01-P-ALGO-02D-substance-review,P-ALGO-02D_substance_review.json,substance_reviews/campaign/P-ALGO-02D_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,de3567f44430bd869aef26b10fcbb44dd9ad9de1481709385d5d2ff97cb64461,non
I01-P-ALGO-03-substance-review,P-ALGO-03_substance_review.json,substance_reviews/campaign/P-ALGO-03_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,8b58a2232d86df4afa01263c4a6e2ac113d9267405ae34b5f40d426e97edb8f1,non
I01-P-ALGO-04-substance-review,P-ALGO-04_substance_review.json,substance_reviews/campaign/P-ALGO-04_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,6914a16b99e4107de577cc30c81cb3cc3f7fbd48d848732a6b376ad54ab404f6,non
I01-P-ALGO-05-substance-review,P-ALGO-05_substance_review.json,substance_reviews/campaign/P-ALGO-05_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,0fda1974b3d498fc9f0f15ade3b325edc2f97c04e0d6e8cb13f3752c9f03427a,non
I01-P-ARCH-01A-substance-review,P-ARCH-01A_substance_review.json,substance_reviews/campaign/P-ARCH-01A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,d0e296faa126d978d2771ef4caaf7f5b88457941f817a9286294bc6feed2e3b5,non
I01-P-ARCH-01B-substance-review,P-ARCH-01B_substance_review.json,substance_reviews/campaign/P-ARCH-01B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,3c4779bfd9e807eaaac4057ad3893b70a868f37148bd8e253288189fbc64c49d,non
I01-P-ARCH-02A-substance-review,P-ARCH-02A_substance_review.json,substance_reviews/campaign/P-ARCH-02A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,4383118cc4976b952b6f523bc51f46ee43b5aac3c8e180c1a06457c650d27990,non
I01-P-ARCH-02B-substance-review,P-ARCH-02B_substance_review.json,substance_reviews/campaign/P-ARCH-02B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,c2ba419e30ddcfb9c27fab00c9aaecdf3bea3f948a15affb41154e40b51db4f0,non
I01-P-ARCH-02C-substance-review,P-ARCH-02C_substance_review.json,substance_reviews/campaign/P-ARCH-02C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,832b356c8011cc79f2c5846124573f8de7dcda0d4ccae034744792ff96f9e899,non
I01-P-ARCH-03A-substance-review,P-ARCH-03A_substance_review.json,substance_reviews/campaign/P-ARCH-03A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,37a03d0edf7fe4cd40ae7ba123b54a3da3c02e05a412f0d7fa6de5e29a8e48ef,non
I01-P-ARCH-03B-substance-review,P-ARCH-03B_substance_review.json,substance_reviews/campaign/P-ARCH-03B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,fd3990050b272b9312d7d29570bb7fef0d0f60f4576fa3a2760c95e630a0274a,non
I01-P-ARCH-03C-substance-review,P-ARCH-03C_substance_review.json,substance_reviews/campaign/P-ARCH-03C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,cc7417c04800c2e1555a4cf4c93167a7731b648245fa09eb6e705ddfe88c90ec,non
I01-P-ARCH-04A-substance-review,P-ARCH-04A_substance_review.json,substance_reviews/campaign/P-ARCH-04A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,7d40a79ff72ac49abb6d377f4aaa790f76e64debd7366630dda9fbe29cfa1046,non
I01-P-ARCH-04B-substance-review,P-ARCH-04B_substance_review.json,substance_reviews/campaign/P-ARCH-04B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,a1b0246f3a45dd16e3cbe77244453f1ad16a4efc9325f553d5632841cbe7c0b0,non
I01-P-DATA-BASE-01-substance-review,P-DATA-BASE-01_substance_review.json,substance_reviews/campaign/P-DATA-BASE-01_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,f36dd3e3e8f9fc4d79f4d13160fba786f1aabd684a5e19f42847d764b35861cf,non
I01-P-DATA-BASE-02A-substance-review,P-DATA-BASE-02A_substance_review.json,substance_reviews/campaign/P-DATA-BASE-02A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,726b8f4908d8ab145f01ca3dec818ac0747d4acad62a76a8843ba6e971b53937,non
I01-P-DATA-BASE-02B-substance-review,P-DATA-BASE-02B_substance_review.json,substance_reviews/campaign/P-DATA-BASE-02B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,49700262cfe3866daa713fc05f9f2f5c241e1fb99125c203bac4d73aae01d9d7,non
I01-P-DATA-BASE-03-substance-review,P-DATA-BASE-03_substance_review.json,substance_reviews/campaign/P-DATA-BASE-03_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,3e810bc3e87b480567db0167ca544246e8ae15e7470a998527089c7a29a4d1ce,non
I01-P-DATA-BASE-04-substance-review,P-DATA-BASE-04_substance_review.json,substance_reviews/campaign/P-DATA-BASE-04_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,394194fdc1af929d88dec293bf7561e05000a348535d18b627f79e6aad284c93,non
I01-P-DATA-BASE-05A-substance-review,P-DATA-BASE-05A_substance_review.json,substance_reviews/campaign/P-DATA-BASE-05A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,6648212ce9317ecbcfd58dfd5dc596db5b465aa006b67cf2ba3f0987493a2bc0,non
I01-P-DATA-BASE-05B-substance-review,P-DATA-BASE-05B_substance_review.json,substance_reviews/campaign/P-DATA-BASE-05B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,cfb8743b9ba83d2dba64fbe7657907e9d5a709bb13ceb43d7b07c928076135d8,non
I01-P-DATA-CONSTR-01-substance-review,P-DATA-CONSTR-01_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-01_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,9fcda70f9601b3f349ebcc1f92093898c5f034ae55601fe447a34e412880ffaf,non
I01-P-DATA-CONSTR-02A-substance-review,P-DATA-CONSTR-02A_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-02A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,169d4265dbd80ea828c44aaedd012605e78af8a9e6a81bd9af3e6a5879c2cd4d,non
I01-P-DATA-CONSTR-02B-substance-review,P-DATA-CONSTR-02B_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-02B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,632ffa74e8a7f0d193a1788d899e7600bdf196dbdf49395e81f1a02dade68282,non
I01-P-DATA-CONSTR-02C-substance-review,P-DATA-CONSTR-02C_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-02C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,58c7dbe93e8e39d4b7092ef925c09834e645a20bd59f872f241f52a78655de46,non
I01-P-DATA-CONSTR-02D-substance-review,P-DATA-CONSTR-02D_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-02D_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,6bf7d80046feeb276173bb0e6f2577c83e0aeb51ffaad600a5c243020101bdac,non
I01-P-DATA-CONSTR-03A-substance-review,P-DATA-CONSTR-03A_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-03A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,e71b0d35e2968f3508f2ef140c9688046eafdd700f9171960da1f6ce43be1380,non
I01-P-DATA-CONSTR-03B-substance-review,P-DATA-CONSTR-03B_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-03B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,5aa482cfbb114cfed641c4af2e3d250c635f6c662102126100084fa04baa3a66,non
I01-P-DATA-CONSTR-03C-substance-review,P-DATA-CONSTR-03C_substance_review.json,substance_reviews/campaign/P-DATA-CONSTR-03C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,750086aa7c25aaecc1adba0e0c2ca11757fb7c69f1d4521ac48c6c132d8a2517,non
I01-P-HIST-01-substance-review,P-HIST-01_substance_review.json,substance_reviews/campaign/P-HIST-01_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,d1eabc928c7a06096f943367b8722b959b8b91c977871478ac4861f7bdc2b967,non
I01-P-IHM-01A-substance-review,P-IHM-01A_substance_review.json,substance_reviews/campaign/P-IHM-01A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,c587f327befebc57b6d75bc0af9f5c715a300db52982ebd2c8a3dbc603a390f9,non
I01-P-IHM-01B-substance-review,P-IHM-01B_substance_review.json,substance_reviews/campaign/P-IHM-01B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,2383ea38dc85440e61bda534179526249b3e458478ff403540d9551dbefe0865,non
I01-P-IHM-02-substance-review,P-IHM-02_substance_review.json,substance_reviews/campaign/P-IHM-02_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,b68e360f5b9ced209ec6ea2adda7e8aa05e73523d566623c5fe2d653ed161543,non
I01-P-IHM-03A-substance-review,P-IHM-03A_substance_review.json,substance_reviews/campaign/P-IHM-03A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,5cc556e1efa925bc1f4ab7e2b1dc0d69ed382ff82e3bf38ffc30e80fa2e196cf,non
I01-P-IHM-03B-substance-review,P-IHM-03B_substance_review.json,substance_reviews/campaign/P-IHM-03B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,0742a503b60831fd3225d92369e9bf3a8d92969255b7a0ca8dad1c8dd5327e43,non
I01-P-IHM-03C-substance-review,P-IHM-03C_substance_review.json,substance_reviews/campaign/P-IHM-03C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,da7a28ab008c8105039991bc2dfc00ee3a306af426d8f19103d734c65ccfbac5,non
I01-P-IHM-04A-substance-review,P-IHM-04A_substance_review.json,substance_reviews/campaign/P-IHM-04A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,a68be5897ca492aa64d5f6c14efd3f4bdaae1e35bf4bf1f2d8dd35fd725479a3,non
I01-P-IHM-04B-substance-review,P-IHM-04B_substance_review.json,substance_reviews/campaign/P-IHM-04B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,059a5f712b12a6ed65ecc2ec633860414789b2fea5a18eb8b03d59852cfd39ac,non
I01-P-IHM-04C-substance-review,P-IHM-04C_substance_review.json,substance_reviews/campaign/P-IHM-04C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,65dfcf12ce3440f07bc11fdaa746bf6efd9924ea11333c1e67a75966af6edc49,non
I01-P-LANG-01-substance-review,P-LANG-01_substance_review.json,substance_reviews/campaign/P-LANG-01_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,747221277e3d1c12b6d66dda62797581a330bfab2412a323114d61e99cd18ab7,non
I01-P-LANG-02-substance-review,P-LANG-02_substance_review.json,substance_reviews/campaign/P-LANG-02_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,a0b188c377309ee46ebb9ad3fc3b2902df600056541c1aa86abcec6cbd2ddc5c,non
I01-P-LANG-03A-substance-review,P-LANG-03A_substance_review.json,substance_reviews/campaign/P-LANG-03A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,92488e6322962a2060b741e26ea6c5d24dacf86bdbe7c5b2591bc9797eb941ed,non
I01-P-LANG-03B-substance-review,P-LANG-03B_substance_review.json,substance_reviews/campaign/P-LANG-03B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,7452664085a42d71743219ca89c8279a8e1226a9b2ebcacc3e1dc4cecc603a2e,non
I01-P-LANG-03C-substance-review,P-LANG-03C_substance_review.json,substance_reviews/campaign/P-LANG-03C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,c41977ae7d5bf95167c10a43e14f4d89996775587caea0924d0f98e6aae12f91,non
I01-P-LANG-04-substance-review,P-LANG-04_substance_review.json,substance_reviews/campaign/P-LANG-04_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,dd86545a198c9f1811af0be1aba8efb9b6b7049ecfaf0a10286d1fc3ea8b2689,non
I01-P-LANG-05-substance-review,P-LANG-05_substance_review.json,substance_reviews/campaign/P-LANG-05_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,9ea7452749d32efc19b22a42d96232baa0d0bec78c7a5ec52a6b9076af5dd6f7,non
I01-P-TABLE-01-substance-review,P-TABLE-01_substance_review.json,substance_reviews/campaign/P-TABLE-01_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,8b4dc18123fa08cf3c93d95fab532ed9a762000be4f245960b4667cc1f79f9a2,non
I01-P-TABLE-02-substance-review,P-TABLE-02_substance_review.json,substance_reviews/campaign/P-TABLE-02_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,b4163909d804b277d20c088429890e1132095f54d4aa540a56bf3791eb48cb3b,non
I01-P-TABLE-03-substance-review,P-TABLE-03_substance_review.json,substance_reviews/campaign/P-TABLE-03_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,6bbc0babf0d52ed8db77af4070b3635d6102740ab1d52674e987ed921219c4c4,non
I01-P-TABLE-04-substance-review,P-TABLE-04_substance_review.json,substance_reviews/campaign/P-TABLE-04_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,6e328f0eefc74e61a965ed40b8b3c3994a389b00cbfecdbe6d43548a569b04dc,non
I01-T-ALGO-01A-substance-review,T-ALGO-01A_substance_review.json,substance_reviews/campaign/T-ALGO-01A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,b7f696e3ec9544cf3e3f3fa216ba74208eb2b619ea48b6e72aeef6dc7a716c9c,non
I01-T-ALGO-01B-substance-review,T-ALGO-01B_substance_review.json,substance_reviews/campaign/T-ALGO-01B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,4ec31b52f58285a1267d7d2948b09c22fa61635f8165173cf82400acfeada716,non
I01-T-ALGO-01C-substance-review,T-ALGO-01C_substance_review.json,substance_reviews/campaign/T-ALGO-01C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,8651574c668487e7e73270fc394100d2f93069b348526c2d71f9323a382cb5a8,non
I01-T-ALGO-01D-substance-review,T-ALGO-01D_substance_review.json,substance_reviews/campaign/T-ALGO-01D_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,7235cac186666cc4bc0c06fac74947240c3c2fd607b88fd036142d794f72ac23,non
I01-T-ALGO-01E-substance-review,T-ALGO-01E_substance_review.json,substance_reviews/campaign/T-ALGO-01E_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,5e61ee639527b8ee56d28bb520187e08887607734496c2ba09ba7c563a9a16f9,non
I01-T-ALGO-01F-substance-review,T-ALGO-01F_substance_review.json,substance_reviews/campaign/T-ALGO-01F_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,1c479beb88cbb6b1fedc01ce78db8b3e3a4abdbaa0c8bc5e96b2a9ad6d6c77f7,non
I01-T-ALGO-02A-substance-review,T-ALGO-02A_substance_review.json,substance_reviews/campaign/T-ALGO-02A_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,1e32450b68e82e1bb6a977810a0163a0c295580945ae9f793b5bac7f04a1c47c,non
I01-T-ALGO-02B-substance-review,T-ALGO-02B_substance_review.json,substance_reviews/campaign/T-ALGO-02B_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,9c61f84d2473f95b36fb95f60876dcb196bde33800d4c3b48ce698ef7b5d29a0,non
I01-T-ALGO-02C-substance-review,T-ALGO-02C_substance_review.json,substance_reviews/campaign/T-ALGO-02C_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,5f4a141bb3db668e7df5a9b881fd17960fd7fb78f0977a91ed8cced7cd4c2e32,non
I01-T-ALGO-02D-substance-review,T-ALGO-02D_substance_review.json,substance_reviews/campaign/T-ALGO-02D_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,10ced019bbdd34914704e2bb5c4cf6847647c4eb9198d0c86bd05acca0a19089,non
I01-T-ALGO-03-substance-review,T-ALGO-03_substance_review.json,substance_reviews/campaign/T-ALGO-03_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,7607dc0fce2840c3c44e9bdb2970b32defe8931c9b63c936b2d4631980a28ed4,non
I01-T-ALGO-04-substance-review,T-ALGO-04_substance_review.json,substance_reviews/campaign/T-ALGO-04_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,95b2fc92e556c2f41e539cc2a2529c122f22144fb029f7e4cdcf86b564522de6,non
I01-T-ALGO-05-substance-review,T-ALGO-05_substance_review.json,substance_reviews/campaign/T-ALGO-05_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,884d76459337ec7170b4adf97915fd801ea4210e46d5d9aafe28a111100a5f69,non
I01-T-ARCH-01-substance-review,T-ARCH-01_substance_review.json,substance_reviews/campaign/T-ARCH-01_substance_review.json,document,interne,,,NA,needs_review,basse,oui,oui,,generated,mixte,non,non,autre,8b3ec388377a2c613d8ef660d54828e06f6c1c72de739698078c2a639c60b8fb,non
